0 X Y Z
1.78051 1.65223 3.65223 5.65223 
1.78554 1.65223 3.65223 5.65223 
1.79053 1.65223 3.65223 5.65223 
1.79552 1.65223 3.65223 5.65223 
1.80054 1.77186 3.77186 5.77186 
1.80551 1.77186 3.77186 5.77186 
1.81053 1.77186 3.77186 5.77186 
1.81554 1.77186 3.77186 5.77186 
1.82445 1.87244 3.87244 5.87244 
1.82548 1.87244 3.87244 5.87244 
1.83052 1.87244 3.87244 5.87244 
1.83554 1.87244 3.87244 5.87244 
1.84053 1.94692 3.94692 5.94692 
1.84551 1.94692 3.94692 5.94692 
1.85053 1.94692 3.94692 5.94692 
1.85551 1.94692 3.94692 5.94692 
1.86054 1.99008 3.99008 5.99008 
1.86549 1.99008 3.99008 5.99008 
1.87053 1.99008 3.99008 5.99008 
1.87554 1.99008 3.99008 5.99008 
1.88051 1.99891 3.99891 5.99891 
1.88552 1.99891 3.99891 5.99891 
1.89053 1.99891 3.99891 5.99891 
1.89554 1.99891 3.99891 5.99891 
1.90051 1.97278 3.97278 5.97278 
1.90552 1.97278 3.97278 5.97278 
1.91053 1.97278 3.97278 5.97278 
1.91552 1.97278 3.97278 5.97278 
1.92051 1.91352 3.91352 5.91352 
1.92554 1.91352 3.91352 5.91352 
1.93053 1.91352 3.91352 5.91352 
1.9356 1.91352 3.91352 5.91352 
1.94051 1.82529 3.82529 5.82529 
1.94552 1.82529 3.82529 5.82529 
1.95053 1.82529 3.82529 5.82529 
1.95551 1.82529 3.82529 5.82529 
1.96051 1.71427 3.71427 5.71427 
1.96551 1.71427 3.71427 5.71427 
1.97053 1.71427 3.71427 5.71427 
1.97548 1.71427 3.71427 5.71427 
1.98051 1.58823 3.58823 5.58823 
1.98554 1.58823 3.58823 5.58823 
1.99053 1.58823 3.58823 5.58823 
1.99552 1.58823 3.58823 5.58823 
2.00051 1.45601 3.45601 5.45601 
2.00552 1.45601 3.45601 5.45601 
2.01053 1.45601 3.45601 5.45601 
2.01554 1.45601 3.45601 5.45601 
2.02051 1.32687 3.32687 5.32687 
2.02546 1.32687 3.32687 5.32687 
2.03053 1.32687 3.32687 5.32687 
2.03553 1.32687 3.32687 5.32687 
2.04051 1.20987 3.20987 5.20987 
2.04551 1.20987 3.20987 5.20987 
2.05053 1.20987 3.20987 5.20987 
2.05554 1.20987 3.20987 5.20987 
2.06051 1.11319 3.11319 5.11319 
2.06548 1.11319 3.11319 5.11319 
2.07053 1.11319 3.11319 5.11319 
2.07552 1.11319 3.11319 5.11319 
2.08051 1.04361 3.04361 5.04361 
2.08554 1.04361 3.04361 5.04361 
2.09053 1.04361 3.04361 5.04361 
2.09554 1.04361 3.04361 5.04361 
2.10053 1.00602 3.00602 5.00602 
2.10554 1.00602 3.00602 5.00602 
2.11053 1.00602 3.00602 5.00602 
2.11554 1.00602 3.00602 5.00602 
2.12051 1.00303 3.00303 5.00303 
2.12561 1.00303 3.00303 5.00303 
2.13053 1.00303 3.00303 5.00303 
2.13553 1.00303 3.00303 5.00303 
2.14046 1.03487 3.03487 5.03487 
2.14546 1.03487 3.03487 5.03487 
2.15046 1.03487 3.03487 5.03487 
2.15553 1.03487 3.03487 5.03487 
2.16052 1.0993 3.0993 5.0993 
2.16548 1.0993 3.0993 5.0993 
2.17053 1.0993 3.0993 5.0993 
2.17554 1.0993 3.0993 5.0993 
2.18054 1.1918 3.1918 5.1918 
2.18554 1.1918 3.1918 5.1918 
2.19053 1.1918 3.1918 5.1918 
2.19554 1.1918 3.1918 5.1918 
2.20054 1.3059 3.3059 5.3059 
2.20552 1.3059 3.3059 5.3059 
2.21053 1.3059 3.3059 5.3059 
2.21551 1.3059 3.3059 5.3059 
2.22053 1.4336 3.4336 5.4336 
2.22551 1.4336 3.4336 5.4336 
2.23053 1.4336 3.4336 5.4336 
2.23552 1.4336 3.4336 5.4336 
2.24053 1.56595 3.56595 5.56595 
2.24551 1.56595 3.56595 5.56595 
2.25053 1.56595 3.56595 5.56595 
2.25554 1.56595 3.56595 5.56595 
2.26051 1.69368 3.69368 5.69368 
2.26554 1.69368 3.69368 5.69368 
2.27053 1.69368 3.69368 5.69368 
2.27553 1.69368 3.69368 5.69368 
2.28051 1.80784 3.80784 5.80784 
2.28551 1.80784 3.80784 5.80784 
2.29053 1.80784 3.80784 5.80784 
2.29551 1.80784 3.80784 5.80784 
2.30051 1.90043 3.90043 5.90043 
2.30551 1.90043 3.90043 5.90043 
2.31053 1.90043 3.90043 5.90043 
2.31551 1.90043 3.90043 5.90043 
2.32099 1.96496 3.96496 5.96496 
2.32561 1.96496 3.96496 5.96496 
2.33052 1.96496 3.96496 5.96496 
2.33553 1.96496 3.96496 5.96496 
2.34053 1.99692 3.99692 5.99692 
2.34553 1.99692 3.99692 5.99692 
2.35052 1.99692 3.99692 5.99692 
2.35552 1.99692 3.99692 5.99692 
2.36052 1.99405 3.99405 5.99405 
2.36554 1.99405 3.99405 5.99405 
2.37053 1.99405 3.99405 5.99405 
2.37551 1.99405 3.99405 5.99405 
2.38051 1.95657 3.95657 5.95657 
2.38556 1.95657 3.95657 5.95657 
2.39053 1.95657 3.95657 5.95657 
2.39551 1.95657 3.95657 5.95657 
2.40051 1.8871 3.8871 5.8871 
2.40551 1.8871 3.8871 5.8871 
2.41053 1.8871 3.8871 5.8871 
2.41553 1.8871 3.8871 5.8871 
2.42051 1.7905 3.7905 5.7905 
2.42551 1.7905 3.7905 5.7905 
2.43053 1.7905 3.7905 5.7905 
2.43552 1.7905 3.7905 5.7905 
2.44051 1.67355 3.67355 5.67355 
2.44551 1.67355 3.67355 5.67355 
2.45053 1.67355 3.67355 5.67355 
2.45555 1.67355 3.67355 5.67355 
2.46051 1.54444 3.54444 5.54444 
2.46554 1.54444 3.54444 5.54444 
2.47053 1.54444 3.54444 5.54444 
2.47551 1.54444 3.54444 5.54444 
2.48051 1.41221 3.41221 5.41221 
2.48552 1.41221 3.41221 5.41221 
2.49053 1.41221 3.41221 5.41221 
2.49551 1.41221 3.41221 5.41221 
2.50053 1.28614 3.28614 5.28614 
2.50551 1.28614 3.28614 5.28614 
2.51053 1.28614 3.28614 5.28614 
2.51551 1.28614 3.28614 5.28614 
2.52051 1.17505 3.17505 5.17505 
2.52551 1.17505 3.17505 5.17505 
2.53053 1.17505 3.17505 5.17505 
2.53554 1.17505 3.17505 5.17505 
2.54051 1.08673 3.08673 5.08673 
2.54552 1.08673 3.08673 5.08673 
2.55053 1.08673 3.08673 5.08673 
2.55551 1.08673 3.08673 5.08673 
2.56051 1.02737 3.02737 5.02737 
2.56551 1.02737 3.02737 5.02737 
2.57053 1.02737 3.02737 5.02737 
2.57551 1.02737 3.02737 5.02737 
2.58051 1.00112 3.00112 5.00112 
2.58556 1.00112 3.00112 5.00112 
2.59053 1.00112 3.00112 5.00112 
2.59554 1.00112 3.00112 5.00112 
2.60048 1.00983 3.00983 5.00983 
2.60554 1.00983 3.00983 5.00983 
2.61053 1.00983 3.00983 5.00983 
2.61554 1.00983 3.00983 5.00983 
2.62053 1.05288 3.05288 5.05288 
2.62551 1.05288 3.05288 5.05288 
2.63053 1.05288 3.05288 5.05288 
2.63554 1.05288 3.05288 5.05288 
2.64048 1.12726 3.12726 5.12726 
2.64546 1.12726 3.12726 5.12726 
2.65053 1.12726 3.12726 5.12726 
2.65552 1.12726 3.12726 5.12726 
2.66048 1.22776 3.22776 5.22776 
2.66554 1.22776 3.22776 5.22776 
2.67053 1.22776 3.22776 5.22776 
2.67553 1.22776 3.22776 5.22776 
2.68048 1.34734 3.34734 5.34734 
2.68546 1.34734 3.34734 5.34734 
2.69053 1.34734 3.34734 5.34734 
2.69556 1.34734 3.34734 5.34734 
2.70051 1.47761 3.47761 5.47761 
2.70551 1.47761 3.47761 5.47761 
2.71053 1.47761 3.47761 5.47761 
2.71554 1.47761 3.47761 5.47761 
2.72053 1.60945 3.60945 5.60945 
2.72552 1.60945 3.60945 5.60945 
2.73053 1.60945 3.60945 5.60945 
2.73552 1.60945 3.60945 5.60945 
2.74051 1.73362 3.73362 5.73362 
2.74552 1.73362 3.73362 5.73362 
2.75053 1.73362 3.73362 5.73362 
2.75554 1.73362 3.73362 5.73362 
2.76054 1.84142 3.84142 5.84142 
2.76551 1.84142 3.84142 5.84142 
2.77053 1.84142 3.84142 5.84142 
2.77553 1.84142 3.84142 5.84142 
2.78054 1.9253 3.9253 5.9253 
2.78556 1.9253 3.9253 5.9253 
2.79053 1.9253 3.9253 5.9253 
2.79551 1.9253 3.9253 5.9253 
2.80053 1.97938 3.97938 5.97938 
2.80554 1.97938 3.97938 5.97938 
2.81053 1.97938 3.97938 5.97938 
2.81554 1.97938 3.97938 5.97938 
2.82099 1.99987 3.99987 5.99987 
2.82564 1.99987 3.99987 5.99987 
2.83052 1.99987 3.99987 5.99987 
2.83552 1.99987 3.99987 5.99987 
2.84054 1.98534 3.98534 5.98534 
2.84554 1.98534 3.98534 5.98534 
2.85053 1.98534 3.98534 5.98534 
2.85551 1.98534 3.98534 5.98534 
2.86054 1.9368 3.9368 5.9368 
2.86555 1.9368 3.9368 5.9368 
2.87053 1.9368 3.9368 5.9368 
2.87554 1.9368 3.9368 5.9368 
2.88051 1.85765 3.85765 5.85765 
2.88554 1.85765 3.85765 5.85765 
2.89053 1.85765 3.85765 5.85765 
2.89552 1.85765 3.85765 5.85765 
2.90051 1.75344 3.75344 5.75344 
2.90552 1.75344 3.75344 5.75344 
2.91053 1.75344 3.75344 5.75344 
2.91551 1.75344 3.75344 5.75344 
2.92051 1.63148 3.63148 5.63148 
2.92554 1.63148 3.63148 5.63148 
2.93053 1.63148 3.63148 5.63148 
2.93552 1.63148 3.63148 5.63148 
2.94053 1.5003 3.5003 5.5003 
2.94551 1.5003 3.5003 5.5003 
2.95053 1.5003 3.5003 5.5003 
2.95551 1.5003 3.5003 5.5003 
2.96051 1.3691 3.3691 5.3691 
2.96551 1.3691 3.3691 5.3691 
2.97053 1.3691 3.3691 5.3691 
2.97551 1.3691 3.3691 5.3691 
2.98051 1.24708 3.24708 5.24708 
2.98556 1.24708 3.24708 5.24708 
2.99053 1.24708 3.24708 5.24708 
2.99551 1.24708 3.24708 5.24708 
3.00051 1.14277 3.14277 5.14277 
3.00551 1.14277 3.14277 5.14277 
3.01053 1.14277 3.14277 5.14277 
3.01554 1.14277 3.14277 5.14277 
3.02051 1.0635 3.0635 5.0635 
3.02551 1.0635 3.0635 5.0635 
3.03053 1.0635 3.0635 5.0635 
3.03554 1.0635 3.0635 5.0635 
3.04051 1.01481 3.01481 5.01481 
3.04552 1.01481 3.01481 5.01481 
3.05053 1.01481 3.01481 5.01481 
3.05551 1.01481 3.01481 5.01481 
3.06051 1.00012 3.00012 5.00012 
3.06548 1.00012 3.00012 5.00012 
3.07053 1.00012 3.00012 5.00012 
3.07551 1.00012 3.00012 5.00012 
3.08052 1.02045 3.02045 5.02045 
3.08551 1.02045 3.02045 5.02045 
3.09053 1.02045 3.02045 5.02045 
3.09551 1.02045 3.02045 5.02045 
3.10051 1.07438 3.07438 5.07438 
3.10554 1.07438 3.07438 5.07438 
3.11053 1.07438 3.07438 5.07438 
3.11554 1.07438 3.07438 5.07438 
3.12051 1.15814 3.15814 5.15814 
3.12551 1.15814 3.15814 5.15814 
3.13053 1.15814 3.15814 5.15814 
3.13554 1.15814 3.15814 5.15814 
3.14054 1.26585 3.26585 5.26585 
3.14551 1.26585 3.26585 5.26585 
3.15053 1.26585 3.26585 5.26585 
3.15554 1.26585 3.26585 5.26585 
3.16054 1.38996 3.38996 5.38996 
3.16552 1.38996 3.38996 5.38996 
3.17053 1.38996 3.38996 5.38996 
3.17551 1.38996 3.38996 5.38996 
3.18045 1.52179 3.52179 5.52179 
3.18546 1.52179 3.52179 5.52179 
3.19053 1.52179 3.52179 5.52179 
3.19552 1.52179 3.52179 5.52179 
3.20051 1.65209 3.65209 5.65209 
3.20551 1.65209 3.65209 5.65209 
3.21053 1.65209 3.65209 5.65209 
3.21554 1.65209 3.65209 5.65209 
3.22054 1.77173 3.77173 5.77173 
3.22552 1.77173 3.77173 5.77173 
3.23047 1.77173 3.77173 5.77173 
3.23552 1.77173 3.77173 5.77173 
3.24054 1.87234 3.87234 5.87234 
3.24552 1.87234 3.87234 5.87234 
3.25053 1.87234 3.87234 5.87234 
3.25554 1.87234 3.87234 5.87234 
3.26053 1.94685 3.94685 5.94685 
3.26554 1.94685 3.94685 5.94685 
3.27053 1.94685 3.94685 5.94685 
3.27554 1.94685 3.94685 5.94685 
3.28059 1.99005 3.99005 5.99005 
3.28551 1.99005 3.99005 5.99005 
3.29053 1.99005 3.99005 5.99005 
3.29551 1.99005 3.99005 5.99005 
3.30051 1.99892 3.99892 5.99892 
3.30551 1.99892 3.99892 5.99892 
3.31053 1.99892 3.99892 5.99892 
3.31551 1.99892 3.99892 5.99892 
3.32051 1.97283 3.97283 5.97283 
3.32701 1.97283 3.97283 5.97283 
3.33055 1.97283 3.97283 5.97283 
3.33553 1.97283 3.97283 5.97283 
3.34052 1.91361 3.91361 5.91361 
3.34553 1.91361 3.91361 5.91361 
3.35052 1.91361 3.91361 5.91361 
3.35552 1.91361 3.91361 5.91361 
3.36051 1.82541 3.82541 5.82541 
3.36554 1.82541 3.82541 5.82541 
